SKILL,icon,type,isCombatSkill,,,,,,,,,,,
136,Yew shield,,Shields,150,72,https://oldschool.runescape.wiki/images/9/9d/Yew_shield.png?409e1,2 Yew logs,1 Yew shield,All,,,,1,
137,Onyx bolts ,,Bolts,9.4,73,https://oldschool.runescape.wiki/images/3/38/Onyx_bolts_5.png?44c74,1 Runite bolts;1 Onyx bolt tips,1 Onyx bolts,All,,,,0.1,
138,Onyx bolt tips,,Bolts,9.4,73,https://oldschool.runescape.wiki/images/6/68/Onyx_bolt_tips_5.png?3e70a,1 Onyx,24 Onyx bolt tips,All,,,,1,
139,Rune arrows ,,Arrows,12.5,75,https://oldschool.runescape.wiki/images/2/27/Rune_arrow_5.png?31136,1 Headless arrow;1 Rune arrowtip,1 Rune arrow,All,,,,0.066666666666667,
140,Rune arrows ,From scratch,Arrows,13.83,75,https://oldschool.runescape.wiki/images/2/27/Rune_arrow_5.png?31136,0.0666666666666667 Logs; 1 Feather;1 Rune arrowtip,1 Rune arrow,All,,,,0.2,
141,Arrow shafts,From magic logs,Arrows,0.33,75,https://oldschool.runescape.wiki/images/c/cb/Arrow_shaft_5.png?3ba7a,0.011111111111111 Magic logs,90 Arrow shafts,All,,,,0.011111111111111,
142,Amethyst broad bolts ,,Bolts,10.6,76,https://oldschool.runescape.wiki/images/b/b5/Amethyst_broad_bolts_5.png?8e6f7,1 Broad bolts;1 Amethyst bolt tips,1 Amethyst broad bolts,All,,,,0.1,
143,Rune javelins ,,Javelins,12.5,77,https://oldschool.runescape.wiki/images/7/79/Rune_javelin.png?9ecc2,1 Javelin shafts;1 Rune javelin heads,1 Rune javelins,All,,,,0.066666666666667,
144,Rune brutal ,,Arrows,12.5,77,https://oldschool.runescape.wiki/images/e/e2/Rune_brutal_5.png?816f0,1 Flighted ogre arrow;1 Rune nails,1 Rune brutal,All,,,,0.166666666666667,
145,Magic stock,,Crossbows,70,78,https://oldschool.runescape.wiki/images/4/47/Magic_stock.png?37b74,1 Magic logs,1 Magic stock,All,,,,1,
146,Dragon crossbow,Stringing,Crossbows,70,78,https://oldschool.runescape.wiki/images/7/70/Dragon_crossbow.png?6d5a9,1 Dragon crossbow (u);1 Crossbow string,1 Dragon crossbow,All,,,,1,
147,Dragon crossbow,Attach limbs,Crossbows,135,78,https://oldschool.runescape.wiki/images/8/82/Dragon_crossbow_%28u%29.png?6cc60,1 Magic stock;1 Dragon limbs,1 Dragon crossbow (u),All,,,,1,
148,Dragon crossbow,From scratch,Crossbows,275,78,https://oldschool.runescape.wiki/images/7/70/Dragon_crossbow.png?6d5a9,1 Magic logs;1 Dragon limbs;1 Crossbow string,1 Dragon crossbow,All,,,,1,
149,Magic shortbow,Unstrung,Bows,83.3,80,https://oldschool.runescape.wiki/images/b/b7/Magic_shortbow_%28u%29.png?4ca88,1 Magic logs,1 Magic shortbow (u),All,,,,1,
150,Magic shortbow,Stringing,Bows,83.3,80,https://oldschool.runescape.wiki/images/a/a3/Magic_shortbow.png?d6e95,1 Magic shortbow (u);1 Bowstring,1 Magic shortbow,All,,,,1,
151,Magic shortbow,From scratch,Bows,166.6,80,https://oldschool.runescape.wiki/images/a/a3/Magic_shortbow.png?d6e95,1 Magic logs;1 Bowstring,1 Magic shortbow,All,,,,1,
152,Rune darts ,,Darts,18.8,81,https://oldschool.runescape.wiki/images/9/93/Rune_dart.png?ebd5c,1 Feather;1 Rune dart tip,1 Rune darts,Desert,,,,0.1,
153,Amethyst arrows ,,Arrows,13.5,82,https://oldschool.runescape.wiki/images/7/7e/Amethyst_arrow_5.png?544e3,1 Headless arrow;1 Amethyst arrowtip,1 Amethyst arrow,All,,,,0.066666666666667,
154,Amethyst arrows ,From scratch,Arrows,14.83,82,https://oldschool.runescape.wiki/images/7/7e/Amethyst_arrow_5.png?544e3,0.0666666666666667 Logs; 1 Feather;1 Amethyst arrowtip,1 Amethyst arrow,All,,,,0.2,
155,Opal dragon bolts ,,Bolts,1.6,84,https://oldschool.runescape.wiki/images/e/e8/Opal_dragon_bolts_5.png?547a9,1 Opal bolt tips;1 Dragon bolts,1 Opal dragon bolts,All,,,,0.1,
156,Jade dragon bolts ,,Bolts,2.4,84,https://oldschool.runescape.wiki/images/1/13/Jade_dragon_bolts_5.png?a5de2,1 Jade bolt tips;1 Dragon bolts,1 Jade dragon bolts,All,,,,0.1,
157,Pearl dragon bolts ,,Bolts,3.2,84,https://oldschool.runescape.wiki/images/0/05/Pearl_dragon_bolts_5.png?ee818,1 Pearl bolt tips;1 Dragon bolts,1 Pearl dragon bolts,All,,,,0.1,
158,Topaz dragon bolts ,,Bolts,4,84,https://oldschool.runescape.wiki/images/2/26/Topaz_dragon_bolts_5.png?6c2a6,1 Topaz bolt tips;1 Dragon bolts,1 Topaz dragon bolts,All,,,,0.1,
159,Sapphire dragon bolts ,,Bolts,4.7,84,https://oldschool.runescape.wiki/images/0/06/Sapphire_dragon_bolts_5.png?7c1b6,1 Sapphire bolt tips;1 Dragon bolts,1 Sapphire dragon bolts,All,,,,0.1,
160,Emerald dragon bolts ,,Bolts,5.5,84,https://oldschool.runescape.wiki/images/3/30/Emerald_dragon_bolts_5.png?40eaa,1 Emerald bolt tips;1 Dragon bolts,1 Emerald dragon bolts,All,,,,0.1,
161,Ruby dragon bolts ,,Bolts,6.3,84,https://oldschool.runescape.wiki/images/3/3e/Ruby_dragon_bolts_5.png?8d2f7,1 Ruby bolt tips;1 Dragon bolts,1 Ruby dragon bolts,All,,,,0.1,
162,Diamond dragon bolts ,,Bolts,7,84,https://oldschool.runescape.wiki/images/3/36/Diamond_dragon_bolts_5.png?2b456,1 Diamond bolt tips;1 Dragon bolts,1 Diamond dragon bolts,All,,,,0.1,
163,Dragonstone dragon bolts ,,Bolts,8.2,84,https://oldschool.runescape.wiki/images/c/c9/Dragonstone_dragon_bolts_5.png?f6a6e,1 Dragonstone bolt tips;1 Dragon bolts,1 Dragonstone dragon bolts,All,,,,0.1,
164,Onyx dragon bolts ,,Bolts,9.4,84,https://oldschool.runescape.wiki/images/8/8e/Onyx_dragon_bolts_5.png?73a37,1 Onyx bolt tips;1 Dragon bolts,1 Onyx dragon bolts,All,,,,0.1,
165,Dragon bolts ,,Bolts,12,84,https://oldschool.runescape.wiki/images/3/33/Dragon_bolts_5.png?b8215,1 Dragon bolts (unf);1 Feather,1 Dragon bolts,All,,,,0.1,
166,Amethyst javelins ,,Javelins,13.5,84,https://oldschool.runescape.wiki/images/8/89/Amethyst_javelin.png?dfa45,1 Javelin shafts;1 Amethyst javelin heads,1 Amethyst javelins,All,,,,0.066666666666667,
167,Magic longbow,Unstrung,Bows,91.5,85,https://oldschool.runescape.wiki/images/2/22/Magic_longbow_%28u%29.png?a2aba,1 Magic logs,1 Magic longbow (u),All,,,,1,
168,Magic longbow,Stringing,Bows,91.5,85,https://oldschool.runescape.wiki/images/7/7f/Magic_longbow.png?d05a4,1 Magic longbow (u);1 Bowstring,1 Magic longbow,All,,,,1,
169,Magic longbow,From scratch,Bows,183,85,https://oldschool.runescape.wiki/images/7/7f/Magic_longbow.png?d05a4,1 Magic logs;1 Bowstring,1 Magic longbow,All,,,,1,
170,Magic shield,,Shields,183,87,https://oldschool.runescape.wiki/images/8/8f/Magic_shield.png?01b6a,2 Magic logs,1 Magic shield,All,,,,1,
171,Dragon arrows ,,Arrows,15,90,https://oldschool.runescape.wiki/images/f/f7/Dragon_arrow_5.png?2bd1d,1 Headless arrow;1 Dragon arrowtip,1 Dragon arrow,All,,,,0.066666666666667,
172,Dragon javelins ,,Javelins,15,92,https://oldschool.runescape.wiki/images/b/b5/Dragon_javelin.png?d5499,1 Javelin shafts;1 Dragon javelin heads,1 Dragon javelins,All,,,,0.066666666666667,
173,Dragon darts ,,Darts,25,95,https://oldschool.runescape.wiki/images/c/c2/Dragon_dart.png?a2fd4,1 Feather;1 Dragon dart tip,1 Dragon darts,Desert,,,,0.1,
